day_of_week,date,nb_customers_on_day,open,promotion,school_holiday,state_holiday_a,state_holiday_b,state_holiday_c,predictions
4,2015,607,1,0,0,False,False,False,5591.584848262849
3,2014,402,1,1,0,False,False,False,4308.684095779221
3,2014,532,1,0,0,False,False,False,5381.17894374975
5,2013,406,1,0,0,False,False,False,3980.1086643936137
2,2015,828,1,0,0,False,False,False,5941.147863025862
3,2014,582,1,0,0,False,False,False,5271.535702434274
4,2013,852,1,1,1,False,False,False,6827.30216328198
5,2013,709,1,1,0,False,False,False,6953.213998299113
2,2014,1178,1,1,1,False,False,False,11162.957630341878
2,2015,634,1,0,0,False,False,False,4873.084182473571
2,2014,517,1,1,0,False,False,False,5802.496127450675
6,2013,905,1,0,0,False,False,False,8184.47552487657
4,2014,581,1,0,0,False,False,False,5355.185493525281
4,2015,657,1,1,0,True,False,False,6420.029380439182
2,2014,485,1,1,0,False,False,False,5845.803336020132
4,2015,528,1,0,1,False,False,False,4617.704998207203
4,2015,410,1,0,0,False,False,False,4392.271000910476
5,2015,445,1,0,0,False,False,False,4968.157901431902
6,2013,367,1,0,0,False,False,False,3519.1769781079847
2,2013,753,1,1,0,False,False,False,7381.055727868163
1,2014,494,1,0,0,False,False,False,4814.036355107311
1,2014,408,1,0,0,False,False,False,4174.753874989389
3,2015,648,1,1,0,False,False,False,7012.369118688417
7,2013,0,0,0,0,False,False,False,0.0
2,2014,1044,1,0,0,False,False,False,8340.299392857145
5,2013,719,1,0,0,False,False,False,6843.516993690605
6,2015,345,1,0,0,False,False,False,3517.2927625429757
3,2013,566,1,1,1,False,False,False,5684.14396223221
2,2013,777,1,1,0,False,False,False,8805.157976251621
4,2015,1189,1,1,0,False,False,False,10693.03076190476
5,2015,998,1,1,1,False,False,False,8431.115778388279
6,2014,297,1,0,0,False,False,False,2864.342796438203
2,2013,438,1,0,1,False,False,False,3751.9700151302945
2,2013,1099,1,1,0,False,False,False,9843.723087865566
1,2013,323,1,0,0,False,False,False,3335.403846320345
2,2014,449,1,0,0,False,False,False,4338.5643139800195
3,2013,614,1,1,0,False,False,False,6714.55155359384
1,2014,601,1,1,1,False,False,False,6878.345240921661
4,2015,501,1,1,1,False,False,False,5870.0525
2,2013,580,1,0,1,False,False,False,5227.249002806018
4,2015,769,1,1,0,False,False,False,7654.5961935020305
3,2013,1018,1,1,1,False,False,False,8717.513238095236
3,2013,717,1,0,0,False,False,False,5786.395987345987
4,2015,1139,1,0,0,False,False,False,9011.429690476192
7,2013,0,0,0,0,False,False,False,0.0
5,2014,338,1,0,0,False,False,False,3720.262558802308
1,2014,1236,1,1,0,False,False,False,11935.187011339716
1,2015,858,1,0,0,False,False,False,6626.11413095238
2,2015,1476,1,0,0,False,False,False,11286.676666666664
2,2014,737,1,1,0,False,False,False,7168.410042211829
3,2013,701,1,0,1,False,False,False,5525.524416666666
5,2014,282,1,1,0,False,False,False,3553.4440238095244
5,2014,710,1,0,0,False,False,False,6826.31069590036
2,2015,421,1,0,0,False,False,False,4146.800768626009
6,2013,380,1,0,0,False,False,False,3465.3376539364563
2,2013,720,1,1,0,False,False,False,7691.876684488314
1,2013,612,1,0,1,False,False,False,5920.774430985682
1,2013,863,1,0,1,False,False,False,6442.197444444444
4,2014,642,1,0,0,False,False,False,4974.798561515182
6,2014,544,1,0,0,False,False,False,5177.668515738384
2,2013,1046,1,0,1,False,False,False,8728.4185
5,2013,652,1,1,0,False,False,False,6349.343840706362
5,2014,651,1,1,0,False,False,False,6738.854840439049
6,2013,550,1,0,0,False,False,False,5417.026373310642
6,2014,538,1,0,0,False,False,False,5414.774298772134
6,2013,877,1,0,0,False,False,False,7173.3821404711
5,2015,837,1,1,0,False,False,False,10121.103611950139
4,2015,508,1,1,0,False,False,False,5328.147322760571
1,2014,822,1,1,0,False,False,False,9189.297665584414
1,2014,962,1,0,0,False,False,False,6161.782576617825
5,2014,789,1,1,0,False,False,False,8175.944460492124
7,2014,0,0,0,0,False,False,False,0.0
2,2014,615,1,1,0,False,False,False,6539.929145653837
1,2013,367,1,0,0,False,False,False,3608.7520014471124
3,2013,598,1,0,0,False,False,False,5271.215996079541
6,2013,518,1,0,0,False,False,False,5094.276588232182
2,2014,714,1,1,0,False,False,False,7813.188707800704
1,2014,1013,1,1,0,False,False,False,10374.682113636361
4,2014,710,1,0,0,False,False,False,6075.365353335639
1,2015,1290,1,1,0,False,False,False,14131.951536881415
4,2013,711,1,0,1,False,False,False,5902.369726190475
7,2013,0,0,0,0,False,False,False,0.0
5,2014,860,1,0,0,False,False,False,7526.973995573871
2,2015,850,1,1,0,False,False,False,8868.05491153514
1,2014,497,1,0,0,False,False,False,4365.430468726749
7,2013,0,0,0,0,False,False,False,0.0
6,2013,515,1,0,0,False,False,False,5048.215665159651
6,2014,951,1,0,1,False,False,False,7505.804298229548
1,2014,1166,1,0,0,False,False,False,9356.454837301588
3,2015,854,1,0,0,False,False,False,6779.6022179209685
2,2013,394,1,1,0,False,False,False,5119.574138857702
4,2015,576,1,0,0,False,False,False,5216.796129877776
2,2014,744,1,0,0,False,False,False,6759.021868659118
7,2014,0,0,0,0,False,False,False,0.0
6,2013,977,1,0,0,False,False,False,8007.770750159971
5,2013,676,1,0,0,False,False,False,6144.296744291871
2,2013,689,1,1,0,False,False,False,7124.498270914736
3,2014,681,1,1,1,False,False,False,7266.2837915622395
5,2015,522,1,0,1,False,False,False,5149.731015873016
2,2013,1080,1,1,0,False,False,False,9539.352569651783
3,2013,458,1,0,0,False,False,False,4464.278094894812
6,2014,510,1,0,0,False,False,False,4955.1596637088705
5,2013,775,1,1,0,False,False,False,7882.237833117645
7,2013,0,0,0,0,False,False,False,0.0
2,2014,1561,1,0,1,False,False,False,10731.643999999998
2,2014,962,1,1,0,False,False,False,9735.537017893213
7,2014,0,0,0,0,False,False,False,0.0
4,2014,963,1,1,0,False,False,False,7050.592601190475
2,2014,1682,1,1,0,False,False,False,14564.185
6,2013,551,1,0,0,False,False,False,5327.46577369233
1,2014,378,1,1,0,False,False,False,5117.8874444444455
5,2014,622,1,0,0,False,False,False,5848.184620659906
1,2014,681,1,1,0,False,False,False,7977.934561604322
4,2013,710,1,1,0,False,False,False,6703.668959121936
5,2015,833,1,1,0,False,False,False,8324.075384460313
6,2013,301,1,0,0,False,False,False,2819.987803195085
6,2013,908,1,0,0,False,False,False,7039.958711399712
1,2015,763,1,1,0,False,False,False,8442.226424603174
3,2014,836,1,1,1,False,False,False,7788.9241991342
1,2013,1327,1,0,1,False,False,False,10172.14957142857
1,2013,1170,1,1,0,False,False,False,9472.939392857143
2,2013,767,1,1,1,False,False,False,8186.942585858584
2,2014,547,1,0,1,False,False,False,5533.006555555556
5,2014,553,1,1,0,False,False,False,5873.444944214197
6,2013,491,1,0,0,False,False,False,4887.964528509357
5,2013,599,1,0,0,False,False,False,5511.983992509727
4,2014,744,1,1,0,False,False,False,7468.534660374192
3,2015,1515,1,1,1,False,False,False,14778.26214285714
4,2013,461,1,0,1,False,False,False,5086.437985569987
7,2013,0,0,0,0,False,False,False,0.0
7,2015,0,0,0,0,False,False,False,0.0
3,2014,378,1,1,1,False,False,False,4075.8109206349195
6,2013,805,1,0,0,False,False,False,7756.842413934872
2,2013,491,1,0,0,False,False,False,4732.040277050646
1,2013,472,1,0,0,False,False,False,4326.236738230723
1,2014,1562,1,1,0,False,False,False,13928.137000000002
4,2015,666,1,0,0,False,False,False,6055.2417602451615
1,2014,404,1,0,0,False,False,False,3964.515394466645
6,2014,847,1,0,0,False,False,False,7185.144935016691
4,2013,376,1,1,0,False,False,False,4591.719776695529
2,2015,1682,1,1,0,False,False,False,13706.225666666664
7,2013,0,0,0,0,False,False,False,0.0
7,2014,0,0,0,0,False,False,False,0.0
6,2015,826,1,0,0,False,False,False,8362.624323260074
3,2013,737,1,1,0,False,False,False,7121.599812160147
7,2014,0,0,0,0,False,False,False,0.0
1,2014,0,0,0,1,False,True,False,0.0
3,2014,632,1,1,0,False,False,False,6041.51982748379
1,2015,871,1,1,0,False,False,False,9377.451751600522
2,2014,902,1,1,0,False,False,False,9579.452411911614
7,2014,0,0,0,1,False,False,False,0.0
1,2013,1193,1,0,1,False,False,False,10425.077452380952
4,2013,585,1,0,1,False,False,False,6075.318035714286
5,2013,791,1,0,1,False,False,False,6036.845450216454
3,2014,1720,1,1,0,False,False,False,14232.67
3,2015,579,1,1,0,False,False,False,6765.394153901653
5,2015,999,1,0,0,False,False,False,7964.483130952381
4,2013,790,1,1,0,False,False,False,7680.321129467757
2,2013,1476,1,1,0,False,False,False,12576.3945
2,2013,689,1,1,0,False,False,False,7124.498270914736
6,2013,484,1,0,0,False,False,False,4789.537286231872
1,2013,607,1,0,0,False,False,False,5498.873361666113
1,2014,716,1,0,0,False,False,False,5798.108981405547
7,2015,0,0,0,0,False,False,False,0.0
6,2015,341,1,0,0,False,False,False,3324.2431743349634
5,2014,2677,1,1,0,False,False,False,15070.01
6,2013,582,1,0,0,False,False,False,5472.476903986987
3,2015,2241,1,1,0,False,False,False,16735.12
6,2015,517,1,0,0,False,False,False,5250.437775195461
3,2014,1029,1,1,0,False,False,False,9388.285553973803
4,2013,450,1,0,0,False,False,False,4055.6772649983454
2,2015,766,1,1,0,False,False,False,7428.385311022311
4,2013,517,1,0,1,False,False,False,4982.094324180206
1,2014,929,1,0,0,False,False,False,7195.834041208789
3,2014,610,1,1,0,False,False,False,6558.810720952507
2,2015,490,1,0,1,False,False,False,4692.844182539683
3,2014,453,1,0,1,False,False,False,4458.663021867022
1,2013,3171,1,0,0,False,False,False,16437.506666666668
6,2014,1881,1,0,0,False,False,False,14162.02
3,2014,962,1,1,1,False,False,False,8481.39110797536
6,2013,1251,1,0,0,False,False,False,10975.556083333335
1,2013,627,1,0,0,False,False,False,5106.953452549084
4,2013,563,1,0,0,False,False,False,4924.430125056318
3,2015,763,1,0,1,False,False,False,7425.052000000001
3,2013,507,1,1,1,False,False,False,5216.451476190477
6,2015,862,1,0,0,False,False,False,7878.262233766232
2,2014,1563,1,1,0,False,False,False,16207.881666666664
4,2015,455,1,1,0,False,False,False,5213.830569624821
5,2013,764,1,1,0,False,False,False,7537.5965269731905
3,2015,1906,1,1,1,False,False,False,15653.063666666667
3,2013,757,1,1,0,False,False,False,7388.11086903844
2,2013,675,1,0,0,False,False,False,5315.434213373227
1,2014,429,1,1,0,False,False,False,5502.924499999999
2,2013,745,1,1,0,False,False,False,8084.876132685338
3,2015,659,1,0,1,False,False,False,5653.998833333333
7,2014,0,0,0,0,False,False,False,0.0
5,2014,1599,1,0,0,False,False,False,11989.243333333336
7,2015,0,0,0,0,False,False,False,0.0
3,2014,806,1,1,0,False,False,False,8302.193801456708
7,2013,0,0,0,0,False,False,False,0.0
6,2015,614,1,0,0,False,False,False,6198.831385292278
5,2015,453,1,0,0,False,False,False,4326.318610871333
6,2015,402,1,0,0,False,False,False,3953.7396943071763
1,2013,960,1,0,1,False,False,False,11329.624492063494
4,2013,856,1,1,0,False,False,False,8167.697588363194
6,2014,589,1,0,0,False,False,False,5557.10949515403
1,2013,1096,1,1,0,False,False,False,11254.186668527338
7,2013,0,0,0,0,False,False,False,0.0
1,2013,749,1,0,0,False,False,False,6219.529955433453
4,2014,493,1,0,0,False,False,False,4569.095946435327
1,2014,0,0,0,1,False,True,False,0.0
5,2013,925,1,0,0,False,False,False,7182.565700692151
2,2013,948,1,1,0,False,False,False,9102.952926004553
1,2014,988,1,0,0,False,False,False,6629.918261904761
3,2014,1087,1,1,0,False,False,False,11884.10815018315
1,2013,1093,1,1,0,False,False,False,10639.373660474765
3,2014,756,1,1,1,False,False,False,7184.89219047619
7,2014,0,0,0,0,False,False,False,0.0
6,2015,825,1,0,0,False,False,False,8148.50431660007
2,2015,1205,1,1,0,False,False,False,12798.2496031746
2,2013,351,1,1,1,False,False,False,4044.5775
7,2013,0,0,0,0,False,False,False,0.0
4,2013,483,1,0,0,False,False,False,4282.358264594881
2,2013,648,1,1,0,False,False,False,7040.980209362432
6,2015,786,1,0,0,False,False,False,6958.132778587385
5,2013,629,1,0,0,False,False,False,5222.554399165415
1,2015,1174,1,1,0,False,False,False,12134.308595238097
5,2013,175,1,0,1,False,False,False,1440.7910476190475
4,2014,1910,1,0,1,False,False,False,12428.24
3,2014,647,1,1,0,False,False,False,7147.049280275282
1,2015,698,1,1,1,False,False,False,8714.1195036075
3,2014,749,1,0,0,False,False,False,5659.625012298157
4,2014,428,1,0,0,False,False,False,4286.452385501754
2,2014,384,1,0,1,False,False,False,3727.3006720779217
6,2014,520,1,0,0,False,False,False,5380.157184546422
5,2014,578,1,0,0,False,False,False,5257.478309859001
6,2014,462,1,0,0,False,False,False,4685.412117507853
6,2015,668,1,0,0,False,False,False,6760.224989132181
5,2013,804,1,0,1,False,False,False,6360.448999999999
2,2013,431,1,0,1,False,False,False,4082.5719085636583
6,2015,490,1,0,0,False,False,False,4963.094298872674
4,2015,1108,1,1,0,False,False,False,10957.756043650792
5,2013,989,1,0,1,False,False,False,7665.274523809524
7,2015,0,0,0,0,False,False,False,0.0
6,2013,694,1,0,0,False,False,False,6605.586856266428
4,2014,948,1,1,0,False,False,False,8270.998154956156
4,2015,618,1,1,0,False,False,False,6623.663732755951
6,2013,266,1,0,0,False,False,False,2291.797428216031
6,2013,388,1,0,0,False,False,False,3713.9986727635855
3,2014,567,1,0,1,False,False,False,4975.66553968254
6,2013,380,1,0,0,False,False,False,3465.3376539364563
5,2013,592,1,0,1,False,False,False,5709.11221791998
3,2013,552,1,0,0,False,False,False,5019.631603337752
2,2015,708,1,1,0,False,False,False,7349.493882424767
3,2015,535,1,0,1,False,False,False,4528.774761904761
2,2013,661,1,1,1,False,False,False,6724.045003968254
7,2015,0,0,0,0,False,False,False,0.0
1,2013,0,0,0,0,True,False,False,0.0
3,2013,621,1,0,0,False,False,False,5044.536188171435
1,2013,754,1,0,0,False,False,False,6434.661863941613
5,2014,1211,1,1,0,False,False,False,10647.475350649353
3,2014,837,1,1,1,False,False,False,9084.07277777778
5,2015,677,1,1,0,False,False,False,7390.288604975093
4,2013,416,1,1,0,False,False,False,4355.388141152202
2,2015,479,1,0,0,False,False,False,3794.693227633478
4,2013,589,1,0,0,False,False,False,5038.98196924671
3,2013,581,1,1,1,False,False,False,5495.166003968254
7,2013,0,0,0,0,False,False,False,0.0
4,2013,657,1,0,0,False,False,False,5265.784276715913
5,2013,854,1,1,0,False,False,False,8226.638514514456
7,2015,0,0,0,0,False,False,False,0.0
6,2013,471,1,0,0,False,False,False,4652.721871213135
4,2014,598,1,0,0,False,False,False,5310.7079397748885
4,2013,319,1,0,0,False,False,False,3247.64581076848
3,2013,0,0,0,1,False,False,True,0.0
6,2013,465,1,0,0,False,False,False,4535.281842827727
1,2013,839,1,0,0,False,False,False,5820.819061514906
1,2013,738,1,1,0,False,False,False,7470.882095193346
7,2015,0,0,0,0,False,False,False,0.0
6,2013,492,1,0,0,False,False,False,4969.122876994571
5,2013,987,1,1,0,False,False,False,7762.382338023088
4,2013,335,1,1,0,False,False,False,3896.1830386002903
1,2014,3508,1,1,1,False,False,False,22319.55
4,2013,716,1,1,0,False,False,False,6827.651175332558
6,2013,377,1,0,0,False,False,False,3402.6896887001803
3,2013,1176,1,1,0,False,False,False,10754.051656565654
2,2014,462,1,1,0,False,False,False,4725.177660561661
4,2015,454,1,1,0,False,False,False,5180.56417027417
3,2013,372,1,0,0,False,False,False,4001.841228715729
2,2013,710,1,0,0,False,False,False,5814.644124581853
5,2015,0,0,1,1,False,True,False,0.0
3,2013,373,1,0,0,False,False,False,3749.041840638639
2,2015,1201,1,1,0,False,False,False,10606.84584920635
1,2014,650,1,1,1,False,False,False,7516.473688492065
4,2013,508,1,1,0,False,False,False,5268.249856774952
2,2014,879,1,1,0,False,False,False,9295.492470683728
5,2015,769,1,1,1,False,False,False,8013.278420264221
2,2014,435,1,1,0,False,False,False,4590.107685952937
2,2013,930,1,1,1,False,False,False,9612.930395798645
7,2013,0,0,0,0,False,False,False,0.0
6,2014,501,1,0,0,False,False,False,4949.15603147376
6,2014,474,1,0,0,False,False,False,4628.628799099403
6,2014,589,1,0,0,False,False,False,5557.10949515403
5,2014,0,0,0,1,False,False,True,0.0
3,2013,624,1,1,0,False,False,False,6400.523061756912
5,2014,861,1,0,0,False,False,False,7493.280341686091
5,2014,546,1,0,0,False,False,False,4949.900637528401
7,2015,0,0,0,0,False,False,False,0.0
4,2013,1068,1,1,0,False,False,False,11669.332190476189
1,2015,500,1,0,0,False,False,False,4946.503102369853
3,2014,444,1,0,0,False,False,False,4513.884005328007
3,2014,499,1,1,0,False,False,False,5736.493987776422
1,2013,764,1,0,0,False,False,False,6159.861373990973
5,2014,661,1,1,0,False,False,False,6784.184078571785
6,2013,1004,1,0,0,False,False,False,8052.613091880347
1,2013,482,1,1,0,False,False,False,6049.745281746033
7,2015,0,0,0,0,False,False,False,0.0
2,2014,505,1,0,0,False,False,False,4810.785618215118
4,2013,0,0,1,0,True,False,False,0.0
7,2013,0,0,0,0,False,False,False,0.0
3,2013,1584,1,1,0,False,False,False,9042.879166666668
4,2015,668,1,1,0,False,False,False,6736.376541262791
2,2014,507,1,1,0,False,False,False,6130.7153465421525
2,2014,1050,1,1,0,False,False,False,9919.52209836616
3,2014,421,1,1,0,False,False,False,4215.659162698415
5,2014,600,1,0,0,False,False,False,5192.787091213834
6,2013,426,1,0,0,False,False,False,4177.195887691895
7,2014,0,0,0,0,False,False,False,0.0
2,2014,333,1,0,0,False,False,False,3311.066734126985
5,2015,802,1,0,0,False,False,False,7409.429910178874
1,2013,590,1,1,0,False,False,False,6680.2898904495105
4,2015,501,1,1,0,False,False,False,5464.857582644993
5,2015,905,1,0,1,False,False,False,7296.843821428571
1,2015,575,1,1,0,False,False,False,6007.34467155067
6,2015,343,1,0,0,False,False,False,3284.754766882522
6,2013,304,1,0,0,False,False,False,2701.616945256598
2,2015,510,1,0,1,False,False,False,6230.54413095238
5,2014,1176,1,1,0,False,False,False,10124.177166666666
2,2013,464,1,0,1,False,False,False,4527.862573013776
5,2014,384,1,0,1,False,False,False,3917.3414999999995
4,2013,685,1,1,1,False,False,False,5968.535190476191
6,2014,492,1,0,0,False,False,False,5043.8381076673195
4,2013,1410,1,0,1,False,False,False,9891.96
2,2013,662,1,1,0,False,False,False,6723.72456776819
6,2013,606,1,0,0,False,False,False,5684.226707594992
2,2013,1099,1,1,0,False,False,False,9843.723087865566
2,2015,861,1,0,0,False,False,False,6595.7763277555805
4,2014,686,1,0,0,False,False,False,5939.650170828741
1,2015,885,1,1,0,False,False,False,9235.55555453778
1,2013,1041,1,1,0,False,False,False,10502.937672438668
7,2014,0,0,0,0,False,False,False,0.0
1,2013,823,1,1,1,False,False,False,9241.277715589968
1,2015,864,1,1,0,False,False,False,9176.600730658229
5,2014,569,1,1,0,False,False,False,5959.434801376908
4,2014,905,1,0,0,False,False,False,6859.441904761903
7,2013,0,0,0,0,False,False,False,0.0
3,2015,573,1,1,0,False,False,False,5911.415318641885
5,2014,1024,1,1,0,False,False,False,10322.802651265401
5,2014,493,1,1,1,False,False,False,5569.054333333334
3,2014,605,1,1,0,False,False,False,6857.05260066323
7,2015,0,0,0,0,False,False,False,0.0
2,2013,853,1,1,0,False,False,False,8549.90792424749
2,2014,507,1,1,0,False,False,False,6130.7153465421525
3,2013,431,1,0,0,False,False,False,4057.471398050564
1,2013,610,1,0,0,False,False,False,5614.4285755784
4,2013,777,1,1,0,False,False,False,8466.664073065824
7,2013,0,0,0,0,False,False,False,0.0
7,2013,0,0,0,0,False,False,False,0.0
4,2014,793,1,0,1,False,False,False,5995.549432900434
4,2014,516,1,1,0,False,False,False,5773.897166232547
7,2015,0,0,0,0,False,False,False,0.0
6,2013,1831,1,0,0,False,False,False,13330.098
3,2014,1819,1,1,0,False,False,False,13728.01
4,2015,966,1,0,0,False,False,False,9035.385809523808
3,2013,642,1,1,0,False,False,False,6699.342185420254
2,2013,493,1,0,0,False,False,False,4397.1048607663415
6,2015,1201,1,0,0,False,False,False,10131.01710714286
5,2013,822,1,1,0,False,False,False,7809.123966939965
3,2013,539,1,0,0,False,False,False,4786.4876477565
5,2014,1014,1,1,1,False,False,False,8634.0225
2,2015,578,1,1,0,False,False,False,7081.075064879565
5,2014,433,1,0,0,False,False,False,3828.4328785074576
1,2014,958,1,0,1,False,False,False,8983.912595238095
6,2014,801,1,0,0,False,False,False,7539.909333793277
1,2014,0,0,0,0,True,False,False,0.0
4,2013,868,1,1,0,False,False,False,7764.984898820517
3,2014,847,1,1,0,False,False,False,8444.396138888887
3,2013,429,1,1,0,False,False,False,4552.185951576202
5,2013,627,1,1,0,False,False,False,6614.849268350678
1,2015,647,1,1,0,False,False,False,7000.780510628259
5,2013,692,1,0,0,False,False,False,5404.716218503716
2,2015,539,1,0,1,False,False,False,4152.917136200717
3,2013,0,0,1,1,False,False,False,0.0
2,2013,824,1,1,0,False,False,False,7450.188040293042
3,2013,786,1,1,0,False,False,False,7848.214664478337
2,2013,587,1,1,1,False,False,False,6388.25590860215
4,2015,489,1,1,0,False,False,False,6274.6228049450565
1,2015,838,1,1,1,False,False,False,9368.317162698411
2,2015,703,1,1,0,False,False,False,7787.893089015817
7,2013,0,0,0,0,False,False,False,0.0
7,2015,0,0,0,0,False,False,False,0.0
1,2013,577,1,1,0,False,False,False,6755.3477103414725
2,2014,619,1,0,0,False,False,False,5347.955551563443
1,2013,1586,1,1,0,False,False,False,13999.951666666668
6,2014,621,1,0,0,False,False,False,6107.247810382909
4,2013,1381,1,1,1,False,False,False,12573.053083333334
4,2013,445,1,0,1,False,False,False,4102.396323593072
1,2014,1011,1,1,0,False,False,False,10694.26295203503
7,2015,0,0,0,0,False,False,False,0.0
1,2013,523,1,1,0,False,False,False,5851.07535339622
6,2014,569,1,0,0,False,False,False,5582.058858948839
6,2013,614,1,0,0,False,False,False,5645.619177684625
2,2014,918,1,1,1,False,False,False,8693.37788691864
4,2015,635,1,0,1,False,False,False,5343.253257936506
6,2014,820,1,0,0,False,False,False,7186.990811219166
5,2014,545,1,0,0,False,False,False,5354.653270261772
7,2014,0,0,0,0,False,False,False,0.0
4,2013,0,0,1,1,True,False,False,0.0
3,2013,898,1,1,1,False,False,False,8457.08045292208
2,2013,738,1,1,0,False,False,False,7944.822243867611
3,2015,962,1,1,1,False,False,False,12838.034928571427
3,2013,689,1,1,1,False,False,False,8612.441228354977
7,2013,0,0,0,0,False,False,False,0.0
3,2014,337,1,1,0,False,False,False,4559.9161428571415
7,2015,0,0,0,0,False,False,False,0.0
6,2014,290,1,0,0,False,False,False,2570.5834107558358
6,2015,289,1,0,0,False,False,False,2644.761799700608
4,2013,861,1,1,0,False,False,False,8534.345839727781
4,2013,532,1,0,1,False,False,False,4094.6372308247314
2,2015,762,1,0,0,False,False,False,5984.079527777778
3,2014,1035,1,0,0,False,False,False,9052.588396825397
2,2014,595,1,1,0,False,False,False,6234.526381475552
5,2014,1135,1,1,1,False,False,False,10096.032143523145
5,2013,913,1,0,0,False,False,False,8423.182314424137
1,2013,1049,1,0,1,False,False,False,9801.226383477631
3,2015,615,1,1,1,False,False,False,6072.142746753246
3,2013,1233,1,1,1,False,False,False,11717.865083333332
1,2014,863,1,1,0,False,False,False,9020.64975718726
4,2015,594,1,1,0,False,False,False,6183.739593439241
5,2015,717,1,0,1,False,False,False,6850.358420634921
4,2014,638,1,1,0,False,False,False,5840.648161530893
1,2015,515,1,0,0,False,False,False,4857.200106795982
3,2013,753,1,0,1,False,False,False,5746.455842102342
4,2013,743,1,1,0,False,False,False,6774.416785069236
2,2013,621,1,1,0,False,False,False,6554.342402811694
7,2014,0,0,0,0,False,False,False,0.0
6,2013,354,1,0,0,False,False,False,3394.574229707991
7,2015,0,0,0,0,False,False,False,0.0
6,2015,861,1,0,0,False,False,False,7974.198991023637
7,2014,0,0,0,0,False,False,False,0.0
6,2013,687,1,0,0,False,False,False,5982.259830664425
7,2014,0,0,0,0,False,False,False,0.0
5,2015,425,1,0,0,False,False,False,4463.222675296925
3,2013,787,1,0,0,False,False,False,6534.043657230282
7,2014,0,0,0,0,False,False,False,0.0
7,2013,0,0,0,0,False,False,False,0.0
7,2014,0,0,0,0,False,False,False,0.0
7,2013,0,0,0,0,False,False,False,0.0
6,2015,688,1,0,0,False,False,False,6091.121725373566
6,2014,686,1,0,0,False,False,False,6617.533843998052
5,2013,534,1,0,1,False,False,False,5267.55728030303
3,2014,1681,1,0,0,False,False,False,11790.418
6,2014,753,1,0,0,False,False,False,6994.543972788743
2,2013,1806,1,1,0,False,False,False,13229.90866666667
7,2014,0,0,0,0,False,False,False,0.0
5,2015,637,1,1,0,False,False,False,6305.684885614382
7,2013,0,0,0,0,False,False,False,0.0
